Ngày,KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),Tổng KL ròng (CP)
11/27/2024,"73.994.963,50","-4.254.657,00","-92.879.195,87","-4.508.084,00","277.594.938,10"
11/26/2024,"496.984.491,47","-1.663.283,00","151.301.057,12","13.825.153,00","376.359.092,58"
11/25/2024,"-3.959.543,47","1.509.507,00","48.183.873,33","5.682.602,00","159.406.866,94"
11/22/2024,"286.189.803,77","-9.511.396,00","-260.093.692,27","-11.466.365,00","-238.014.088,00"
11/21/2024,"1.219.997.291,14","5.190.567,00","243.669.448,18","-12.909.246,00","-506.548.291,95"
11/20/2024,"450.834.757,59","-4.185.883,00","-106.842.132,03","-25.817.639,00","-1.076.194.248,35"
11/19/2024,"347.117.204,51","-7.002.513,00","-58.144.256,16","-40.842.137,00","-1.462.567.064,10"
11/18/2024,"-101.168.596,75","-4.369.227,00","112.512.452,98","-28.846.497,00","-1.074.844.095,30"
11/15/2024,"348.034.427,50","15.891.350,00","638.975.653,47","-11.870.765,00","-557.972.623,11"
11/14/2024,"309.599.539,36","-5.636.952,00","-96.990.063,23","-24.470.874,00","-776.016.471,00"
11/13/2024,"719.562.596,65","-6.376.858,00","57.422.877,32","-5.013.025,00","-147.548.752,32"
11/12/2024,"350.531.409,07","-7.904.890,00","-42.645.319,40","-19.380.134,00","-596.841.018,21"
11/11/2024,"502.337.746,91","-214.970,00","32.773.685,00","-25.074.309,00","-757.256.673,75"
11/08/2024,"223.265.148,69","1.191.789,00","19.622.437,43","-33.319.499,00","-1.024.593.801,90"
11/07/2024,"416.258.342,41","-2.681.944,00","-34.600.465,08","-8.573.124,00","-409.452.942,75"
11/06/2024,"889.431.832,83","-10.506.155,00","-205.469.774,50","-3.958.592,00","-316.132.370,89"
11/05/2024,"180.223.798,08","5.734.861,00","798.549.275,15","-13.383.580,00","-556.323.532,65"
11/04/2024,"136.301.873,81","2.911.409,00","54.802.188,88","-16.168.028,00","-614.354.415,80"
11/01/2024,"-271.835.382,76","-815.711,00","61.026.422,85","-1.985.395,00","-298.906.856,80"
10/31/2024,"360.057.422,48","7.473.212,00","388.370.057,96","-7.591.345,00","-497.569.531,40"
10/30/2024,"100.308.799,19","899.307,00","-1.054.422,78","-4.317.151,00","-238.516.050,03"
10/29/2024,"-45.069.371,67","126.000.920,00","2.222.882.871,94","5.166.525,00","88.549.117,45"
10/28/2024,"34.241.090,09","86.064,00","52.667.406,49","-11.674.232,00","-423.362.842,66"
10/25/2024,"657.920.701,88","1.328.899,00","-93.089.167,16","-9.035.140,00","-418.958.899,35"
10/24/2024,"476.685.550,41","-548.289,00","-17.073.567,43","-9.130.642,00","-187.209.580,40"
10/23/2024,"402.493.967,62","1.995.911,00","74.385.884,37","752.730,00","68.688.963,70"
10/22/2024,"-99.239.517,17","3.222.366,00","73.658.198,80","-11.167.264,00","-197.627.389,10"
10/21/2024,"-134.848.942,58","3.787.818,00","65.078.307,02","-8.275.124,00","-282.596.215,55"
10/18/2024,"-1.258.905,06","12.975.763,00","310.464.100,37","-9.190.149,00","-213.638.805,95"
10/17/2024,"-244.516.792,08","12.501.174,00","295.010.858,53","-12.499.754,00","-369.831.906,65"
10/16/2024,"-89.362.628,72","726.983,00","36.877.995,71","-13.259.088,00","-304.810.654,30"
10/15/2024,"-481.672.996,96","4.360,00","-48.183.518,00","-14.837.287,00","-392.018.568,95"
10/14/2024,"-633.036.307,79","3.575.290,00","107.333.372,92","-18.181.370,00","-597.019.920,80"
10/11/2024,"-61.814.319,02","-1.377.460,00","-77.139.423,85","-3.235.499,00","66.254.302,20"
10/10/2024,"127.963.794,02","6.659.259,00","92.297.512,84","-3.061.227,00","400.407.991,63"
10/09/2024,"163.286.970,97","-1.153.796,00","-45.707.736,75","-3.613.907,00","-33.845.663,15"
10/08/2024,"105.240.438,85","-8.015.831,00","-4.209.989,91","1.008.050,00","-74.961.948,49"
10/07/2024,"-255.971.109,53","7.736.484,00","265.820.462,15","-17.490.463,00","-353.031.541,45"
10/04/2024,"452.199.352,72","-1.032.986,00","-20.511.613,30","-11.087.570,00","-321.955.731,98"
10/03/2024,"153.075.038,57","9.194.478,00","260.805.154,48","8.376.536,00","561.572.309,70"
10/02/2024,"33.462.959,69","23.043.959,00","731.691.779,74","1.190.053,00","179.653.890,65"
10/01/2024,"262.201.532,72","-14.304.020,00","-227.181.789,83","15.611.309,00","687.325.228,55"
09/30/2024,"83.588.587,47","-612.573,00","-16.860.582,39","-18.311.843,00","-414.738.342,85"
09/27/2024,"215.226.587,16","-8.627.605,00","-99.399.482,04","7.958.046,00","289.056.599,61"
09/26/2024,"928.071.563,27","-5.015.304,00","-158.614.239,55","28.262.562,00","964.050.434,85"
09/25/2024,"-206.984.348,88","-1.522.243,00","-144.628.836,05","18.231.386,00","470.532.385,95"
09/24/2024,"182.326.966,81","-60.538.241,00","-961.167.178,10","-1.356.415,00","130.216.010,90"
09/23/2024,"-198.116.151,29","-8.077.209,00","-252.419.074,37","-2.030.065,00","107.212.420,80"
09/20/2024,"228.229.644,48","-20.024.280,00","-521.329.069,45","-16.506.364,00","-360.622.918,91"
09/19/2024,"306.382.486,60","-74.800.186,00","-1.094.464.032,78","13.655.257,00","520.239.153,44"
09/18/2024,"80.228.378,98","-100.889.487,00","-1.467.720.235,80","4.326.882,00","282.148.577,76"
09/17/2024,"-80.588.162,77","12.274.174,00","247.369.057,81","18.280.432,00","553.808.822,86"
09/16/2024,"-161.800.409,82","185.041,00","-78.906.203,73","2.585.314,00","176.750.542,77"
09/13/2024,"55.502.865,74","-8.564.877,00","-214.929.379,20","6.671.531,00","156.909.727,95"
09/12/2024,"194.103.339,33","-8.375.661,00","-124.355.923,88","-10.373.210,00","-167.077.479,25"
09/11/2024,"134.632.564,92","-895.614,00","128.926.751,61","-4.047.788,00","24.870.952,70"
09/10/2024,"-7.239.315,45","937.867,00","33.690.845,51","-21.201.068,00","-400.634.637,10"
09/09/2024,"-257.941.694,72","-4.415.537,00","-138.487.234,05","-12.764.754,00","-462.259.365,40"
09/06/2024,"362.717.767,85","219.517,00","10.814.226,23","14.258.225,00","667.940.292,55"
09/05/2024,"25.406.154,77","-1.356.484,00","-25.393.472,24","-22.511.855,00","-681.454.999,41"
09/04/2024,"-354.466.590,90","5.297.194,00","115.551.916,63","-24.293.853,00","-743.819.892,88"
08/30/2024,"831.603.536,73","26.104.681,00","594.995.222,33","-7.565.857,00","25.103.253,85"
08/29/2024,"138.856.341,51","-3.070.422,00","-47.707.426,77","-16.275.370,00","-97.451.557,90"
08/28/2024,"-260.372.283,79","-1.554.974,00","-309.938,48","-13.710.459,00","-102.491.007,30"
08/27/2024,"294.242.242,57","-6.157.071,00","-20.288.077,80","-9.476.792,00","-33.573.283,32"
08/26/2024,"236.910.451,07","477.312,00","74.261.837,52","-22.312.013,00","-370.859.750,75"
08/23/2024,"367.698.981,01","8.945.775,00","492.882.913,49","-12.578.266,00","-57.851.312,83"
08/22/2024,"157.743.617,74","-6.176.663,00","-39.638.908,25","-28.499.200,00","-443.600.067,61"
08/21/2024,"-71.343.772,85","31.879.185,00","870.244.448,05","-22.408.091,00","-198.545.213,55"
08/20/2024,"42.935.095,84","1.170.734,00","2.212.794,63","10.925.619,00","359.077.455,54"
08/19/2024,"82.462.837,81","1.158.357,00","10.003.518,88","-12.563.727,00","-286.558.892,50"
08/16/2024,"-86.147.416,24","-6.664.817,00","-157.987.578,84","4.750.279,00","155.703.809,15"
08/15/2024,"377.033.987,64","-6.893.161,00","-117.274.510,99","-2.232.103,00","94.493.112,35"
08/14/2024,"295.875.123,89","-4.060.732,00","-206.591.075,97","-11.207.854,00","-83.192.720,00"
08/13/2024,"446.962.698,93","1.655.555,00","40.293.085,96","-11.818.163,00","-70.833.407,47"
08/12/2024,"-98.936.499,81","983.169,00","28.352.958,13","-7.461.138,00","-38.888.008,92"
08/09/2024,"146.079.004,22","1.825.537,00","71.320.490,53","2.694.277,00","441.785.359,40"
08/08/2024,"-76.545.237,49","27.047.523,00","606.914.438,91","-42.230.792,00","-935.613.754,10"
08/07/2024,"-271.290.891,56","43.707.164,00","872.840.596,75","-52.780.203,00","-1.334.799.825,55"
08/06/2024,"523.683.539,34","840.133,00","-14.521.895,92","-1.358.569,00","-66.157.306,63"
08/05/2024,"217.966.574,77","-3.397.113,00","-64.818.733,00","-37.959.494,00","-721.039.667,69"
08/02/2024,"-172.176.730,70","-482.933,00","35.230.865,70","14.217.378,00","767.197.313,96"
08/01/2024,"1.092.676.520,45","-1.170.741,00","-7.617.178,82","-15.762.061,00","67.985.781,29"
07/31/2024,"-140.112.504,45","2.650.909,00","6.019.066,80","-7.838.076,00","302.532.985,07"
07/30/2024,"98.215.750,05","2.830.886,00","45.539.236,15","-17.262.120,00","-310.878.436,51"
07/29/2024,"17.083.772,70","-4.178.017,00","-27.029.794,26","-8.161.274,00","-236.286.626,15"
07/26/2024,"-108.220.810,60","-4.001.729,00","-229.328.103,10","-13.077.804,00","-302.640.057,59"
07/25/2024,"-51.369.359,00","-4.615.878,00","-30.130.789,63","-21.887.506,00","-478.166.441,55"
07/24/2024,"945.526.672,09","-7.523.342,00","-89.035.730,44","20.220.213,00","388.742.958,45"
07/23/2024,"829.959.542,05","-4.039.522,00","-69.651.866,90","-11.214.179,00","-139.436.361,40"
07/22/2024,"825.739.719,85","1.862.239,00","46.267.335,20","-1.291.714,00","30.180.484,35"
07/19/2024,"-222.180.018,70","-8.319.122,00","-101.187.827,42","-20.131.840,00","-589.395.574,90"
07/18/2024,"-579.062.467,20","-36.944.809,00","-1.085.744.419,62","5.963.592,00","-155.095.558,04"
07/17/2024,"-794.718.268,12","9.827.800,00","85.819.910,75","-858.807,00","322.172.704,85"
07/16/2024,"-16.888.859,60","2.384.037,00","51.533.619,35","-13.807.530,00","-257.152.477,34"
07/15/2024,"-194.976.505,50","36.020.485,00","1.039.044.219,67","-16.798.570,00","-594.712.623,10"
07/12/2024,"-106.227.113,91","4.867.104,00","106.809.677,78","-10.963.368,00","-491.501.082,60"
07/11/2024,"143.379.780,50","-23.963.933,00","-675.295.832,94","-21.260.948,00","-1.037.137.262,80"
07/10/2024,"-59.540.474,95","-2.088.788,00","118.702.195,90","-19.607.728,00","-960.854.338,21"
07/09/2024,"-23.327.118,37","-2.507.772,00","35.579.417,25","-18.464.655,00","-1.198.256.008,17"
07/08/2024,"-566.029.289,38","33.321.960,00","1.005.260.502,58","-34.940.371,00","-1.236.912.027,05"
07/05/2024,"-438.935.464,16","3.210.054,00","47.013.936,04","-7.826.716,00","-272.164.928,55"
07/04/2024,"-133.856.198,45","-1.066.391,00","-24.069.745,90","-18.152.257,00","-581.712.231,90"
07/03/2024,"-388.745.214,94","17.846.718,00","404.302.392,60","-19.520.009,00","-512.991.077,20"
07/02/2024,"-447.345.419,10","-3.352.910,00","-190.379.802,32","-8.377.549,00","-237.150.178,05"
07/01/2024,"134.283.656,25","3.507.036,00","-53.254.536,25","-16.778.282,00","-790.130.214,20"
06/28/2024,"469.358.965,67","-2.066.002,00","72.102.016,47","-38.504.465,00","-1.197.096.612,95"
06/27/2024,"-541.488.937,25","29.200.679,00","822.227.770,06","-22.705.599,00","-451.208.166,25"
06/26/2024,"-538.369.146,70","5.956.615,00","54.684.356,98","-13.573.458,00","-561.563.039,10"
06/25/2024,"-455.227.595,50","20.791.255,00","583.700.570,89","3.492.119,00","-197.411.897,66"
06/24/2024,"560.311.201,22","975.681,00","228.443.294,07","-14.972.899,00","-974.048.797,96"
06/21/2024,"-827.889.343,34","2.212.288,00","36.519.788,35","-32.054.424,00","-1.003.151.084,53"
06/20/2024,"697.412.087,95","-346.986,00","-51.789.666,15","-22.323.567,00","-960.657.765,50"
06/19/2024,"-447.092.697,86","5.819.229,00","81.360.903,19","-35.171.328,00","-1.300.122.808,55"
06/18/2024,"-222.133.727,45","9.033.899,00","122.412.527,35","-9.604.144,00","-620.085.623,10"
06/17/2024,"-316.399.136,90","-1.853.001,00","-6.306.416,50","-24.360.427,00","-864.356.917,87"
06/14/2024,"508.976.361,46","3.210.498,00","95.104.317,60","-17.740.441,00","-589.730.716,63"
06/13/2024,"516.808.080,63","7.233.939,00","350.411.056,76","-22.809.894,00","-1.246.390.326,45"
06/12/2024,"21.844.676,65","6.940.759,00","179.544.324,60","-7.140.261,00","-603.179.188,37"
06/11/2024,"200.451.076,97","10.100.090,00","443.010.372,50","-45.469.888,00","-1.777.452.028,10"
06/10/2024,"243.741.262,02","-766.399,00","-185.575.188,65","-38.199.290,00","-1.128.429.470,30"
06/07/2024,"-248.380.858,59","28.760,00","-21.329.668,45","-11.625.539,00","-388.906.626,45"
06/06/2024,"-395.620.561,27","-2.929.499,00","-20.626.108,20","-12.094.490,00","-670.739.277,50"
06/05/2024,"-103.578.117,90","-14.248.182,00","-148.950.693,76","2.192.082,00","5.808.381,19"
06/04/2024,"-480.807.076,33","-10.577.733,00","-303.325.187,18","-9.308.471,00","-150.938.782,70"
06/03/2024,"-845.293,00","-1.265.888,00","36.778.947,79","1.448.197,00","-276.756.671,33"
05/31/2024,"137.637.097,85","-50.371.436,00","-653.132.912,75","-22.661.896,00","-803.946.804,75"
05/30/2024,"-389.491.052,65","11.890.691,00","271.012.647,65","-40.419.635,00","-1.416.042.740,04"
05/29/2024,"-604.236.628,55","190.675,00","-20.833.390,45","-42.015.505,00","-1.535.438.200,52"
05/28/2024,"-307.569.972,50","-2.240.625,00","30.400.883,52","-36.179.163,00","-1.247.581.315,24"
05/27/2024,"-195.716.882,85","-17.726.463,00","-246.576.449,76","-15.098.765,00","-531.400.013,10"
05/24/2024,"-1.031.246.268,71","-8.334.754,00","-234.916.975,55","-52.059.013,00","-1.656.631.250,65"
05/23/2024,"-32.438.478,95","-3.718.370,00","-170.749.518,77","978.734,00","2.258.110,20"
05/22/2024,"617.608.244,49","-25.772.338,00","-555.980.142,53","-25.002.651,00","-927.444.561,00"
05/21/2024,"24.797.922,70","-23.345.514,00","-498.065.166,20","-24.691.390,00","-975.181.351,86"
05/20/2024,"-126.237.926,70","9.706.231,00","140.331.205,31","-16.546.868,00","-851.772.495,62"
05/17/2024,"-57.312.845,75","-10.101.419,00","-263.323.115,89","-19.069.447,00","-842.629.655,89"
05/16/2024,"368.590.473,31","-3.476.954,00","-66.348.333,60","-2.725.155,00","-111.688.160,25"
05/15/2024,"31.121.194,69","-11.800.811,00","-214.377.930,45","10.724.702,00","275.631.453,20"
05/14/2024,"-177.405.564,30","6.807.989,00","96.245.819,05","-25.259.837,00","-747.712.313,67"
05/13/2024,"-59.391.058,20","767.836,00","63.166.418,05","-28.039.127,00","-853.160.961,25"
05/10/2024,"-226.348.889,70","-2.782.453,00","-62.860.725,20","-13.400.133,00","-509.517.395,40"
05/09/2024,"250.880.697,20","-2.273.439,00","-103.865.083,07","-22.169.843,00","-769.319.252,09"
05/08/2024,"-543.690.529,20","3.185.729,00","-37.772.530,55","-14.598.550,00","-408.895.542,50"
05/07/2024,"85.365.394,59","523.641,00","15.509.568,17","2.104.225,00","226.284.829,52"
05/06/2024,"165.739.964,65","9.296.380,00","137.294.010,84","19.441.937,00","389.272.856,50"
05/03/2024,"36.150.259,16","7.241.091,00","135.589.903,75","11.819.497,00","680.003.282,70"
05/02/2024,"-419.248.046,65","10.021.146,00","356.607.120,20","-19.609.807,00","-339.705.095,98"
04/26/2024,"-156.243.215,00","-1.125.200,00","23.217.139,60","-7.717.422,00","88.744.483,42"
04/25/2024,"-790.432.770,30","7.682.071,00","212.654.949,39","-14.835.800,00","-307.354.638,55"
04/24/2024,"23.704.918,97","33.623.366,00","1.000.558.742,46","29.649.338,00","653.032.519,64"
04/23/2024,"-903.026.489,15","4.812.438,00","75.805.152,91","-20.756.955,00","-401.537.642,64"
04/22/2024,"95.305.687,30","29.197.318,00","636.306.848,80","4.454.787,00","61.453.998,20"
04/19/2024,"854.436.396,70","7.070.074,00","82.857.527,80","21.246.037,00","652.876.396,70"
04/17/2024,"99.179.935,95","4.385.696,00","171.562.067,35","-37.726.682,00","-866.785.341,97"
04/16/2024,"807.816.297,44","20.878.790,00","348.687.561,85","1.926.201,00","-10.133.672,40"
04/15/2024,"917.774.519,30","5.898.439,00","76.435.581,05","-36.871.217,00","-1.326.371.318,00"
04/12/2024,"126.772.118,42","-872.294,00","-6.528.224,30","-25.456.973,00","-874.955.376,45"
04/11/2024,"34.321.628,31","11.134.450,00","448.294.084,80","729.948,00","3.481.313,59"
04/10/2024,"-523.329.468,68","-11.958.400,00","-343.518.160,00","-36.453.170,00","-990.676.350,20"
04/09/2024,"-574.667.879,90","13.732.200,00","329.110.300,00","6.938.731,00","276.429.230,04"
04/08/2024,"-720.869.579,25","7.064.400,00","121.295.580,00","-6.467.704,00","-126.542.265,90"
04/05/2024,"268.608.295,40","3.487.043,00","81.126.553,55","11.006.196,00","99.892.224,50"
04/04/2024,"476.827.511,00","9.757.500,00","221.039.625,00","14.918.579,00","587.862.624,12"
04/03/2024,"-1.411.755.253,15","798.195,00","46.734.997,55","-28.965.582,00","-1.237.387.345,80"
04/02/2024,"-269.502.324,60","-1.077.700,00","-107.589.691,30","-14.677.124,00","-710.744.700,55"
04/01/2024,"124.018.779,75","-3.806.631,00","-41.126.673,15","-18.700.786,00","-731.221.983,04"
03/29/2024,"-393.973.957,75","-7.018.603,00","-127.229.119,55","-23.169.362,00","-754.653.142,95"
03/28/2024,"-1.859.088,05","-10.963.400,00","-160.890.658,20","-43.866.182,00","-1.330.077.956,97"
03/27/2024,"-444.957.027,15","17.055.053,00","736.668.741,85","-19.610.145,00","-896.956.714,55"
03/26/2024,"-338.976.116,65","-13.425.956,00","-178.022.067,10","-7.878.532,00","-148.318.979,25"
03/25/2024,"-870.818.507,30","-642.832,00","-72.105.874,90","-9.555.981,00","-600.705.747,80"
03/22/2024,"-456.434.884,95","-3.276.803,00","49.489.629,35","-10.587.489,00","-448.515.536,80"
03/21/2024,"1.180.259.266,71","4.874.597,00","215.782.591,15","6.398.235,00","-225.133.041,80"
03/20/2024,"-81.645.550,54","4.108.035,00","39.151.722,65","-11.827.755,00","-455.867.452,85"
03/19/2024,"-1.082.695.010,20","4.075.997,00","141.733.974,30","-28.608.641,00","-639.902.831,17"
03/18/2024,"827.397.680,95","31.238.999,00","917.368.798,60","4.105.419,00","-126.380.687,17"
03/15/2024,"396.342.580,51","-3.036.401,00","-27.095.321,35","-40.697.217,00","-1.186.533.597,67"
03/14/2024,"-46.437.756,26","1.648.298,00","19.905.435,80","-22.362.108,00","-872.692.136,85"
03/13/2024,"538.983.164,24","9.152.099,00","151.347.212,40","-12.208.143,00","-464.353.564,80"
03/12/2024,"-329.940.517,05","-687.924,00","-63.439.720,10","-11.057.655,00","-186.592.729,40"
03/11/2024,"35.010.897,05","-3.091.202,00","-55.086.094,25","740.601,00","163.282.994,08"
03/08/2024,"-214.797.191,60","-1.295.100,00","-56.380.590,00","-24.852.037,00","-651.081.970,20"
03/07/2024,"265.183.713,45","442.026,00","12.063.171,35","-2.633.431,00","-296.682.264,15"
03/06/2024,"-299.786.194,55","906.670,00","55.703.492,55","-5.484.754,00","-158.111.044,12"
03/05/2024,"-57.465.237,95","-729.085,00","-55.870.220,65","-2.801.609,00","-33.827.251,56"
03/04/2024,"-151.037.029,80","-2.626.769,00","-62.810.722,19","9.578.577,00","113.855.710,49"
03/01/2024,"263.969.676,25","-5.116.203,00","-82.523.076,85","12.009.298,00","186.638.917,71"
02/29/2024,"20.077.051,64","-6.234.504,00","-160.386.294,80","-18.930.108,00","-504.694.700,75"
02/28/2024,"-605.158.287,28","624.292,00","-27.122.319,45","9.426.193,00","205.991.003,20"
02/27/2024,"-927.894.168,94","5.722.515,00","102.797.719,00","-8.042.426,00","-28.088.900,91"
02/26/2024,"74.849.700,85","-1.012.404,00","19.264,15","-4.758.531,00","17.468.613,78"
02/23/2024,"174.591.247,75","-1.803.660,00","-31.503.833,40","-35.023.030,00","-769.583.597,15"
02/22/2024,"160.024.236,90","-6.918.939,00","-134.916.127,40","-34.317.380,00","-1.019.797.116,55"
02/21/2024,"-484.423.901,15","-36.181.600,00","-532.043.020,00","-19.043.572,00","-444.874.825,75"
02/20/2024,"-64.349.108,80","-18.041.100,00","-257.472.869,00","-13.622.346,00","-117.739.547,01"
02/19/2024,"-283.990.340,42","-108.003,00","37.977.228,95","3.775.743,00","165.579.163,85"
02/16/2024,"138.297.228,40","-95.000,00","2.141.000,00","-8.290.849,00","-405.660.141,65"
02/15/2024,"-594.840.890,50","426.000,00","5.217.000,00","3.001.595,00","-338.359.823,08"
02/07/2024,"112.214.663,50","0,00","0,00","783.910,00","-12.423.982,05"
02/06/2024,"65.565.810,25","370.400,00","-42.965.358,20","-14.064.283,00","-382.865.737,08"
02/05/2024,"-143.604.964,50","-777.002,00","8.542.391,65","-5.647.450,00","25.320.277,37"
02/02/2024,"-115.046.690,48","7.742.769,00","165.209.158,50","-11.849.796,00","-225.324.068,36"
02/01/2024,"-244.507.468,34","1.543.572,00","-143.760.833,80","-8.828.931,00","-221.155.187,52"
01/31/2024,"34.197.686,15","-12.962.677,00","-186.765.027,05","-576.149,00","-47.714.939,92"
01/30/2024,"-192.740.561,06","-1.933.462,00","-64.743.711,20","9.794.644,00","177.337.869,71"
01/29/2024,"99.211.711,50","-3.792.823,00","-32.868.922,60","-1.922.139,00","-111.283.325,00"
01/26/2024,"756.551.781,75","-9.923.000,00","-321.283.065,00","3.363.697,00","-89.904.115,22"
01/25/2024,"138.010.107,85","-4.901.301,00","-133.346.494,00","-4.145.430,00","-239.386.143,10"
01/24/2024,"374.325.862,80","-2.120.265,00","-115.197.916,36","-1.916.165,00","-194.001.462,90"
01/23/2024,"-599.915.078,45","-4.634.904,00","-118.737.977,85","5.219.432,00","32.869.949,60"
01/22/2024,"354.183.505,57","-5.468.380,00","-164.618.513,60","10.628.722,00","203.058.027,25"
01/19/2024,"375.721.077,85","6.418.000,00","121.974.000,00","7.804.439,00","262.301.772,55"
01/18/2024,"661.418.805,44","-199.800,00","10.577.219,00","1.811.481,00","111.024.700,18"
01/17/2024,"-139.465.082,70","-2.363.661,00","-35.640.578,20","5.688.233,00","198.000.673,68"
01/16/2024,"-24.345.388,00","1.118.675,00","43.953.830,00","5.237.796,00","90.947.392,78"
01/15/2024,"327.879.964,30","95.258,00","4.706.465,40","2.799.923,00","81.741.736,52"
01/12/2024,"-781.482.193,90","-245.001,00","20.473.398,45","4.546.138,00","120.105.488,86"
01/11/2024,"205.327.105,05","-19.709.600,00","-112.696.888,10","7.956.733,00","61.823.474,90"
01/10/2024,"-585.453.203,95","5.718.995,00","146.895.891,36","-6.073.396,00","-218.536.884,45"
01/09/2024,"-333.877,35","-5.479.792,00","-66.457.495,40","-7.584.770,00","-222.283.174,75"
01/08/2024,"36.101.868,16","2.848.000,00","35.283.118,00","-7.940.005,00","-282.686.497,76"
01/05/2024,"415.546.579,70","-5.409.101,00","-44.660.406,05","-16.940.905,00","-461.076.532,90"
01/04/2024,"993.585.097,00","2.119.499,00","-7.395.826,65","28.272,00","-22.650.325,80"
01/03/2024,"-297.280.507,95","7.367.999,00","70.649.977,25","-1.947.096,00","-10.711.522,55"
01/02/2024,"-109.187.245,70","-3.103.503,00","61.286.628,30","-9.747.256,00","-133.683.235,60"
12/29/2023,"-148.284.905,15","10.389.754,00","241.731.910,10","12.320.454,00","344.876.293,55"
12/28/2023,"30.417.992,41","12.832.709,00","251.939.794,45","9.148.658,00","283.503.508,28"
12/27/2023,"369.519.749,70","93.319.977,00","4.142.993.144,10","4.119.275,00","120.731.539,10"
12/26/2023,"65.232.202,14","-15.447.227,00","-359.344.199,50","-10.376.115,00","-284.783.255,09"
12/25/2023,"487.676.573,41","34.315.299,00","1.036.465.377,90","-1.319.195,00","-43.368.402,22"
12/22/2023,"-215.420.220,20","-1.323.801,00","-163.355.187,45","-20.019.649,00","-492.389.214,41"
12/21/2023,"81.092.070,85","6.642.014,00","131.814.100,40","-16.733.429,00","-479.251.243,17"
12/20/2023,"-247.366.295,57","4.273.321,00","97.381.099,15","-16.120.307,00","-356.879.250,63"
12/19/2023,"-34.196.714,55","-5.049.109,00","-211.240.172,63","-10.723.886,00","-316.760.380,10"
12/18/2023,"27.096.298,30","-1.236.435,00","1.545.255,35","-24.736.471,00","-664.391.331,62"
12/15/2023,"247.178.621,76","5.279.847,00","163.028.150,30","-42.481.983,00","-1.410.898.443,53"
12/14/2023,"63.061.493,55","3.376.576,00","84.854.990,40","-14.855.030,00","-378.422.521,00"
12/13/2023,"-104.062.585,75","-11.196.923,00","-308.196.212,80","-30.537.249,00","-901.149.518,45"
12/12/2023,"-22.108.990,55","-4.576.739,00","-98.597.251,25","-9.503.588,00","-317.241.151,56"
12/11/2023,"-210.177.635,57","3.075.219,00","117.097.951,65","-10.757.258,00","-302.559.301,27"
12/08/2023,"301.799.880,85","-2.810.031,00","-138.303.305,70","-13.850.467,00","-478.739.704,15"
12/07/2023,"130.345.042,71","-395.898,00","-33.028.335,55","-28.868.362,00","-803.338.697,97"
12/06/2023,"296.824.161,50","3.040.899,00","142.769.927,20","-15.014.521,00","-507.932.639,10"
12/05/2023,"-643.663.234,00","9.507.959,00","250.439.702,40","-44.465.758,00","-1.321.137.538,85"
12/04/2023,"417.261.262,48","850.792,00","55.402.988,80","-17.956.814,00","-505.916.440,70"
12/01/2023,"-115.283.030,35","-747.239,00","-30.558.323,70","-7.467.725,00","-197.181.184,90"
11/30/2023,"-321.100.535,13","1.028.898,00","58.862.938,70","-6.039.756,00","-290.296.840,59"
11/29/2023,"222.743.824,43","3.411.840,00","119.344.413,80","-2.440.378,00","-27.698.590,02"
11/28/2023,"88.642.679,15","-13.035.957,00","-307.152.213,90","-65.045,00","-50.275.916,95"
11/27/2023,"-161.320.650,50","4.571.196,00","153.096.360,15","1.000.807,00","57.192.004,20"
11/24/2023,"93.121.806,70","1.028.773,00","19.918.377,20","13.663.609,00","395.439.413,85"
11/23/2023,"-329.966.875,55","9.108.519,00","168.837.994,20","-8.739.439,00","-295.280.824,00"
11/22/2023,"194.123.428,54","-4.131.601,00","-101.928.890,05","-10.732.081,00","-334.618.208,82"
11/21/2023,"-54.712.051,01","5.346.574,00","106.522.338,50","-8.465.700,00","-247.954.695,79"
11/20/2023,"-198.493.858,70","1.952.699,00","-39.519.365,30","22.425.058,00","519.565.171,15"
11/17/2023,"374.793.659,00","-1.729.200,00","56.865.958,00","-22.773.798,00","-639.425.584,10"
11/16/2023,"251.917.742,00","-3.687.002,00","-149.335.241,65","924.182,00","-134.624.793,15"
11/15/2023,"807.617.217,15","-700.302,00","-66.293.689,75","6.454.611,00","230.556.053,10"
11/14/2023,"-68.079.514,85","-9.018.641,00","-240.471.156,50","-14.028.061,00","-520.894.707,88"
11/13/2023,"-131.198.569,95","10.900.191,00","262.696.075,00","-5.539.762,00","-156.412.316,40"
11/10/2023,"-329.578.636,50","-7.527.564,00","-178.767.398,41","-1.224.474,00","-128.645.276,15"
11/09/2023,"201.847.157,90","5.763.270,00","256.128.000,00","-16.149.968,00","-652.814.000,65"
11/08/2023,"730.209.829,10","13.962.512,00","295.390.477,80","-410.980,00","-272.959.667,45"
11/07/2023,"93.441.546,30","10.367.878,00","236.815.825,10","-72.203,00","17.326.710,00"
11/06/2023,"276.644.809,30","-8.577.302,00","-151.479.364,25","7.184.257,00","254.858.433,10"
11/03/2023,"70.335.038,95","-9.798.528,00","-292.471.921,00","1.959.155,00","158.746.928,15"
11/02/2023,"-44.706.278,00","254.600,00","-41.596.070,00","-7.382.834,00","-240.839.024,90"
