Ngày,KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),Tổng KL ròng (CP)
11/16/2020,"-321.082.737,60","2.590.900,00","56.084.927,40","-12.115.990,00","-408.175.097,50"
11/13/2020,"77.993.172,10","-3.408.000,00","-283.453.800,00","-3.987.290,00","-87.481.695,90"
11/12/2020,"155.260.367,40","10.635.549,00","112.871.813,14","-5.109.110,00","-142.513.527,00"
11/11/2020,"-348.157.097,00","1.319.920,00","17.666.860,00","-16.925.950,00","-593.158.909,00"
11/10/2020,"-48.107.225,90","2.122.965,00","154.249.216,98","-20.704.310,00","-725.764.153,80"
11/09/2020,"-86.198.712,80","-1.714.801,00","-169.280.265,19","-6.099.180,00","-293.624.702,90"
11/06/2020,"-304.255.324,00","-4.979.894,00","-129.902.133,00","-7.062.660,00","-204.804.381,90"
11/05/2020,"14.289.113,50","-244.000,00","-73.826.000,00","-1.890.330,00","-54.355.631,30"
11/04/2020,"-143.977.863,40","378.431,00","-43.592.508,39","-18.133.820,00","-623.750.324,30"
11/03/2020,"169.390.913,70","-1.873.930,00","-53.576.789,61","-15.691.160,00","-691.328.293,30"
11/02/2020,"187.424.945,80","-669.650,00","-5.970.630,00","-8.938.250,00","-492.044.554,40"
10/30/2020,"-24.985.563,70","-1.590.360,00","-23.870.844,00","-13.705.180,00","-551.307.787,30"
10/29/2020,"20.596.214,20","-3.834.700,00","-43.135.112,40","718.720,00","-337.723.535,40"
10/28/2020,"378.710.231,90","-361.120,00","-5.501.104,00","-8.014.770,00","-481.535.478,20"
10/27/2020,"112.112.216,00","-526.000,00","-24.202.270,00","-3.103.490,00","-203.961.649,80"
10/26/2020,"-49.718.862,20","6.129.400,00","144.802.198,33","-8.043.460,00","-343.842.440,40"
10/23/2020,"455.124.775,10","3.682.717,00","329.445.877,03","-9.438.100,00","-381.532.302,10"
10/22/2020,"484.191.785,70","1.082.910,00","-17.509.055,00","-12.689.280,00","-601.542.872,20"
10/21/2020,"26.230.734,00","3.164.880,00","67.067.443,00","-6.515.650,00","-302.197.736,20"
10/20/2020,"25.694.494,10","14.388.926,00","261.723.241,68","-3.213.320,00","-377.717.819,10"
10/19/2020,"83.822.924,10","-8.138.750,00","-127.379.730,00","-11.692.090,00","-393.260.120,00"
10/16/2020,"-236.351.869,50","4.194.589,00","124.677.419,12","-10.105.910,00","-320.880.465,30"
10/15/2020,"-154.303.200,30","-1.255.000,00","-2.061.660,00","-10.415.540,00","-272.576.162,90"
10/14/2020,"42.792.005,20","-3.139.540,00","-69.921.252,00","-21.055.860,00","-582.712.297,80"
10/13/2020,"-75.689.232,50","3.927.540,00","37.862.888,00","132.800,00","-68.448.303,70"
10/12/2020,"75.990.250,10","-869.997,00","-91.959.559,08","-9.573.910,00","-263.925.030,40"
10/09/2020,"-28.021.937,50","-4.154.584,00","-72.284.952,14","-669.070,00","-27.460.641,40"
10/08/2020,"-124.099.193,80","-2.758.950,00","-37.901.364,50","-3.840.470,00","-60.397.253,00"
10/07/2020,"-103.512.821,00","-1.410.123,00","-83.195.301,00","-7.056.210,00","-186.369.569,50"
10/06/2020,"-84.658.182,80","1.140.873,00","54.507.602,20","865.420,00","-96.058.915,10"
10/05/2020,"33.765.913,00","2.916.526,00","98.023.128,95","-2.091.220,00","-189.312.015,50"
10/02/2020,"208.155.524,70","-3.156.950,00","-3.661.323,00","-11.844.580,00","-258.277.193,70"
10/01/2020,"44.989.150,10","6.251.450,00","82.421.831,50","-10.073.530,00","-228.726.191,30"
09/30/2020,"85.248.459,90","-323.000,00","10.364.500,00","-6.481.470,00","-266.627.158,90"
09/29/2020,"-37.997.344,20","-2.447.211,00","-17.017.303,44","-20.425.800,00","-617.077.149,60"
09/28/2020,"-855.205,50","543.434,00","-3.175.425,00","-9.735.410,00","-411.939.835,90"
09/25/2020,"189.069.476,40","-3.072.720,00","-36.371.482,85","-9.372.560,00","-185.448.496,30"
09/24/2020,"59.241.233,20","-7.207.000,00","-160.310.800,00","-3.157.160,00","-131.641.410,10"
09/23/2020,"131.837.950,10","-20.639.787,00","-266.529.108,89","-225.880,00","34.777.946,90"
09/22/2020,"-56.028.055,90","-6.403.530,00","-43.798.080,00","2.482.000,00","49.962.373,20"
09/21/2020,"226.751.064,20","-861.213,00","451.194,50","8.430,00","63.896.548,40"
09/18/2020,"88.314.584,00","-5.221.330,00","-94.490.091,11","-6.239.800,00","-134.390.545,30"
09/17/2020,"-452.453.522,60","-4.773.860,00","-50.805.782,50","-5.670.150,00","-95.560.746,90"
09/16/2020,"-70.002.941,20","814.860,00","28.129.410,00","-7.649.340,00","-178.311.707,90"
09/15/2020,"-103.462.427,70","3.707.635,00","193.041.986,99","-9.152.760,00","-361.193.570,90"
09/14/2020,"122.870.480,50","-7.033.101,00","-90.588.979,40","-14.051.810,00","-433.687.462,40"
09/11/2020,"-189.758.220,30","-14.387.720,00","-316.612.023,90","-12.713.450,00","-401.403.107,60"
09/10/2020,"140.379.935,60","-31.647.000,00","-2.164.920.510,00","-20.645.170,00","-697.436.440,90"
09/09/2020,"-356.478.857,60","-4.593.370,00","21.944.154,00","-5.522.580,00","-222.104.757,40"
09/08/2020,"-23.564.349,00","2.400.000,00","17.147.981,00","-4.606.790,00","-357.971.829,40"
09/07/2020,"-139.692.075,90","1.150.931,00","144.774.688,18","-4.730.710,00","-103.485.137,70"
09/04/2020,"99.827.165,50","6.354.300,00","148.060.158,08","-2.034.300,00","-151.924.752,00"
09/03/2020,"402.833.233,30","-23.458.586,00","-560.614.111,03","-16.543.580,00","-398.941.529,10"
09/01/2020,"183.443.832,10","-2.993.199,00","-142.978.956,50","-7.976.100,00","-359.708.880,70"
08/31/2020,"-11.561.464,80","752.649,00","93.939.159,97","-13.695.180,00","-285.047.811,80"
08/28/2020,"340.901.278,30","24.121.292,00","702.908.602,64","-16.686.720,00","-566.725.122,80"
08/27/2020,"89.577.271,30","-12.480.000,00","-184.158.600,00","-7.195.970,00","-310.933.096,20"
08/26/2020,"60.412.030,90","-514.020,00","1.882.430,00","-10.659.790,00","-342.151.485,80"
08/25/2020,"656.086.284,80","-235.060,00","81.181.450,50","-12.273.700,00","-420.797.386,50"
08/24/2020,"305.928.667,30","-5.976.460,00","-121.364.276,20","-12.152.960,00","-447.331.409,90"
08/21/2020,"104.044.078,00","3.439.008,00","57.287.623,92","-3.469.900,00","-234.649.420,80"
08/20/2020,"-7.548.915,70","928.466,00","62.824.556,00","-4.945.840,00","-90.793.984,80"
08/19/2020,"182.286.380,00","-2.319.000,00","-13.903.000,00","609.790,00","-13.286.795,20"
08/18/2020,"70.235.733,80","5.313.070,00","142.277.126,58","-2.023.650,00","-202.512.828,10"
08/17/2020,"81.104.202,60","187.000,00","3.080.880,00","-2.805.580,00","-70.586.139,00"
08/14/2020,"202.758.627,50","-2.385.000,00","-37.306.400,00","-13.777.170,00","-238.770.513,30"
08/13/2020,"212.561.111,50","-2.032.000,00","-17.682.900,00","-6.771.490,00","-155.402.866,20"
08/12/2020,"34.385.884,20","-3.103.000,00","-17.159.030,00","-9.032.650,00","-113.288.989,70"
08/11/2020,"10.681.294,40","-4.559.997,00","-23.009.127,40","-7.826.710,00","-125.536.665,90"
08/10/2020,"269.071.844,50","-1.625.600,00","-24.364.894,40","-2.943.630,00","-182.464.863,40"
08/07/2020,"-102.054.888,30","3.875.000,00","24.512.500,00","451.660,00","88.645.181,80"
08/06/2020,"77.432.742,80","3.900.000,00","24.180.000,00","-139.110,00","33.621.996,30"
08/05/2020,"165.100.274,00","230.000,00","4.204.800,00","1.552.250,00","3.053.915,90"
08/04/2020,"44.861.487,10","-3.415.001,00","-44.410.254,00","-2.250.150,00","-43.737.343,60"
08/03/2020,"13.539.319,10","-16.074.560,00","-271.258.600,00","5.613.320,00","18.718.034,70"
07/31/2020,"161.298.309,80","-1.599.637,00","13.708.298,38","-3.468.230,00","-88.159.679,30"
07/30/2020,"69.824.074,20","101.005,00","35.058.908,00","-2.361.070,00","-10.468.821,00"
07/29/2020,"-23.967.129,20","8.140.000,00","126.217.020,00","4.172.850,00","91.727.285,60"
07/28/2020,"-212.827.756,50","88.680,00","6.219.580,20","10.816.250,00","184.757.581,40"
07/27/2020,"244.694.598,60","410.000,00","35.200.050,00","16.313.470,00","264.584.545,30"
07/24/2020,"24.349.367,00","-46.304.872,00","-270.277.111,52","5.292.450,00","199.668.807,00"
07/23/2020,"27.014.716,10","1.481.178,00","50.953.408,67","-4.954.870,00","-74.444.659,80"
07/22/2020,"3.659.702,30","-43.366.297,00","-291.803.361,47","-6.842.680,00","-155.845.228,70"
07/21/2020,"32.783.202,30","138.000,00","-18.321.764,00","-13.041.070,00","-328.746.364,60"
07/20/2020,"-21.619.834,90","-1.145.678,00","-17.321.283,96","-10.141.340,00","-223.969.833,00"
07/17/2020,"27.604.112,00","-5.496.843,00","-83.104.100,62","879.610,00","-15.923.932,60"
07/16/2020,"134.514.754,90","-5.203.990,00","-44.355.727,88","-3.273.000,00","-26.405.871,00"
07/15/2020,"286.951.344,40","-3.566.220,00","-43.999.632,00","-7.352.490,00","-183.449.878,40"
07/14/2020,"-239.428.321,60","905.948,00","17.386.759,60","-5.089.510,00","-75.453.138,50"
07/13/2020,"-49.566.438,00","2.883.940,00","30.193.968,60","-8.856.560,00","-131.964.270,00"
07/10/2020,"-5.277.037,40","-844.380,00","-13.981.425,28","-6.651.200,00","-172.459.263,00"
07/09/2020,"180.360.101,30","2.345.000,00","56.205.500,00","-2.243.680,00","-119.876.177,60"
07/08/2020,"26.904.478,40","-13.240.588,00","-268.797.475,60","-5.773.680,00","-189.335.817,60"
07/07/2020,"-60.542.151,30","6.189.400,00","115.796.459,70","-1.324.080,00","15.192.433,90"
07/06/2020,"24.028.445,20","-1.622.875,00","-29.647.188,11","-2.244.710,00","22.316.182,00"
07/03/2020,"-16.384.793,50","-1.036.003,00","-95.569.189,46","-2.380.160,00","52.111.873,40"
07/02/2020,"-34.189.994,40","1.232.250,00","16.643.600,00","-6.535.830,00","-111.798.575,00"
07/01/2020,"-44.653.775,80","-2.812.820,00","-302.025.312,20","1.543.140,00","-6.600.870,80"
06/30/2020,"-10.848.997,60","2.133.730,00","-3.117.986,66","-2.643.510,00","-36.165.850,20"
06/29/2020,"30.424.475,50","742.076,00","36.015.105,70","-4.532.690,00","-159.537.459,40"
06/26/2020,"-8.466.442,20","-1.118.890,00","-135.518.101,50","-10.048.720,00","-137.919.029,30"
06/25/2020,"-37.878.444,80","-5.631.600,00","-106.018.660,00","-1.181.080,00","-89.641.584,40"
06/24/2020,"19.685.177,40","-3.154.830,00","-56.701.410,85","-2.557.070,00","-64.879.331,00"
06/23/2020,"-4.823.584,40","201.600,00","-1.654.960,00","-5.323.620,00","-142.951.504,00"
06/22/2020,"39.012.359,20","1.198.900,00","29.955.710,00","-3.937.560,00","-23.901.667,60"
06/19/2020,"54.111.430,00","-15.954.891,00","-140.907.519,48","-3.000.260,00","-62.734.366,20"
06/18/2020,"-64.923.068,00","-9.888.230,00","-80.915.680,00","3.217.560,00","117.533.491,00"
06/17/2020,"-180.117.934,50","-3.565.000,00","-51.453.074,00","-5.700,00","68.492.731,30"
06/16/2020,"-2.773.387,10","-7.318.960,00","-220.226.001,70","1.425.750,00","41.264.363,70"
06/15/2020,"19.183.727,90","-20.396.000,00","-1.492.340.270,00","-8.160.290,00","-207.111.891,50"
06/12/2020,"243.710.135,70","4.156.000,00","90.744.160,00","5.930.920,00","-57.983.031,70"
06/11/2020,"-81.647.679,50","-13.047.000,00","-120.952.200,00","-5.594.310,00","153.540.965,20"
06/10/2020,"-130.776.712,00","-10.239.000,00","-121.917.150,00","796.620,00","97.340.668,90"
06/09/2020,"-91.402.312,30","-19.822.000,00","-201.202.160,00","-10.989.210,00","-349.210.229,90"
06/08/2020,"-110.431.543,50","-21.490.000,00","-256.749.580,00","-1.571.450,00","143.265.685,60"
06/05/2020,"69.207.206,70","11.993.000,00","197.906.800,00","-2.308.500,00","-16.886.535,50"
06/04/2020,"35.267.028,60","-70.226,00","-512.004.454,75","-3.502.710,00","-30.420.249,10"
06/03/2020,"100.685.477,40","11.115.000,00","163.565.000,00","-2.512.220,00","16.392.458,50"
06/02/2020,"93.527.592,10","4.716.140,00","67.675.884,00","-4.804.670,00","31.600.287,30"
06/01/2020,"103.026.550,70","-6.936.870,00","-192.576.655,00","-89.100,00","29.993.915,30"
05/29/2020,"-120.235.648,50","-7.225.680,00","-43.776.320,00","-10.609.120,00","-48.909.110,20"
05/28/2020,"-128.526.239,90","6.931.027,00","81.481.648,50","6.617.960,00","284.603.721,50"
05/27/2020,"-169.646.866,20","4.832.000,00","62.097.270,00","-7.695.140,00","-97.764.494,00"
05/26/2020,"-165.644.970,90","288.000,00","-288.550,00","-2.564.380,00","-20.867.056,60"
05/25/2020,"-111.336.062,60","6.616.000,00","105.921.415,00","-3.372.520,00","-33.758.437,50"
05/22/2020,"-203.000.581,80","-1.562.040,00","-14.175.594,16","-1.962.030,00","52.501.469,20"
05/21/2020,"415.220.066,20","3.414.533,00","77.416.276,54","-8.983.160,00","-113.990.313,70"
05/20/2020,"66.656.595,30","-4.963.540,00","-69.213.414,30","-4.777.960,00","44.327.597,40"
05/19/2020,"324.786.295,20","-2.357.150,00","17.603.398,00","-5.456.990,00","-163.824.675,50"
05/18/2020,"30.877.947,70","-4.601.550,00","-74.038.251,60","-6.200.480,00","-102.803.575,60"
05/15/2020,"37.841.823,40","-19.135.030,00","-221.640.159,65","-5.917.530,00","-73.634.279,30"
05/14/2020,"38.707.271,40","-12.076.786,00","-215.259.856,28","-5.682.610,00","-70.152.065,40"
05/13/2020,"-698.132.549,30","-10.588.825,00","-156.338.148,53","-3.706.060,00","31.963.577,60"
05/12/2020,"-145.377.772,80","-1.000,00","-13.692.677,00","-2.821.280,00","112.618.983,30"
05/11/2020,"-81.519.716,70","1.348.003,00","96.348.325,90","1.658.390,00","173.328.642,40"
05/08/2020,"1.290.155.447,40","-303.217,00","17.506.983,21","-298.770,00","42.789.096,70"
05/07/2020,"210.447.653,60","2.100.000,00","47.606.400,00","-5.910.050,00","-78.236.778,00"
05/06/2020,"56.217.224,70","1.534.000,00","78.437.815,00","-9.340.000,00","-193.816.963,70"
05/05/2020,"39.725.595,70","4.339.608,00","71.538.772,60","-7.152.800,00","-89.571.530,60"
05/04/2020,"28.580.386,90","4.863.098,00","78.119.127,90","-11.006.550,00","-89.140.623,50"
04/29/2020,"8.095.441,50","8.234.319,00","135.900.401,50","-8.658.730,00","-195.974.685,20"
04/28/2020,"61.440.238,40","7.301.400,00","115.984.110,00","-15.135.710,00","-384.729.749,20"
04/27/2020,"1.792.880,60","1.540.300,00","29.791.550,00","-21.136.260,00","-461.341.175,30"
04/24/2020,"-38.933.007,10","3.495.000,00","49.572.015,00","-10.313.730,00","-311.415.068,80"
04/23/2020,"-97.245.714,90","4.194.410,00","47.583.845,00","-11.299.580,00","-318.141.115,10"
04/22/2020,"-180.570.203,10","1.664.770,00","-44.888.680,00","-11.461.410,00","-371.022.429,30"
04/21/2020,"-88.772.377,70","470.163,00","9.079.831,76","-9.967.850,00","-189.629.953,50"
04/20/2020,"-50.017.392,50","206.000,00","5.034.172,00","-11.225.280,00","-304.274.913,50"
04/17/2020,"-45.324.950,70","-16.521.248,00","-489.940.376,10","-15.793.570,00","-411.549.075,20"
04/16/2020,"116.155.788,00","-7.147.707,00","-349.536.900,00","-3.687.520,00","-170.825.327,60"
04/15/2020,"-40.324.542,50","857.750,00","51.471.360,00","-5.258.630,00","-193.407.749,80"
04/14/2020,"-49.465.805,20","-1.180.000,00","-2.172.350,00","-9.556.530,00","-150.246.922,00"
04/13/2020,"-114.744.386,00","520.413,00","70.415.338,12","-3.303.810,00","-160.978.050,10"
04/10/2020,"-80.427.430,80","-1.028.000,00","-57.261.650,00","-5.385.460,00","-87.909.888,90"
04/09/2020,"-164.665.885,70","1.956.410,00","2.578.409,00","-15.073.170,00","-283.454.576,40"
04/08/2020,"-18.739.763,00","9.323.070,00","82.466.563,00","-8.220.140,00","-183.291.919,40"
04/07/2020,"-118.771.011,30","2.125.000,00","89.296.500,00","-13.645.700,00","-371.508.819,50"
04/06/2020,"-160.535.115,50","3.697.512,00","-39.792.610,00","-20.457.320,00","-643.639.637,90"
04/03/2020,"-100.085.365,90","3.856.000,00","145.319.430,00","-21.519.520,00","-326.183.553,80"
04/01/2020,"-35.485.588,30","12.802.000,00","180.483.000,00","-8.384.000,00","-121.387.482,80"
03/31/2020,"56.622.029,70","2.932.000,00","16.557.620,00","-15.365.870,00","-379.375.015,50"
03/30/2020,"-5.452.906,70","7.667.000,00","153.076.400,00","-3.753.680,00","-79.605.976,90"
03/27/2020,"-262.131.138,70","2.836.000,00","27.498.400,00","-510.520,00","47.908.484,70"
03/26/2020,"-157.178.617,40","-4.280.610,00","-51.129.383,30","-3.284.540,00","-40.327.368,10"
03/25/2020,"-193.481.726,50","4.050.450,00","91.777.935,00","-15.923.380,00","-302.577.646,50"
03/24/2020,"77.522.835,30","1.545.220,00","68.909.830,00","-27.078.440,00","-574.436.077,00"
03/23/2020,"147.503.165,10","5.252.290,00","161.913.365,00","-13.438.220,00","-341.501.854,00"
03/20/2020,"17.152.401,20","-1.479.340,00","104.419.397,00","-38.665.300,00","-905.912.719,00"
03/19/2020,"-7.768.419,10","-14.016.800,00","-133.367.420,00","-23.834.910,00","-616.471.856,30"
03/18/2020,"-124.797.460,40","4.047.000,00","80.011.600,00","-26.338.240,00","-508.820.523,70"
03/17/2020,"138.171.263,00","19.600.152,00","266.761.127,72","-20.316.460,00","-503.944.371,30"
03/16/2020,"27.084.520,00","-21.832.481,00","-219.824.672,40","-12.493.600,00","-353.540.739,60"
03/13/2020,"210.832.073,00","1.496.780,00","84.483.182,00","-23.023.450,00","-599.698.712,50"
03/12/2020,"129.269.706,30","-2.388.232,00","121.259.170,96","-11.864.830,00","-369.613.524,90"
03/11/2020,"-89.678.278,60","3.346.000,00","93.157.400,00","-12.327.020,00","-247.744.114,60"
03/10/2020,"-78.232.960,40","2.200.990,00","28.799.869,00","-9.886.660,00","-329.263.994,60"
03/09/2020,"194.761.480,60","3.501.670,00","163.019.692,00","-5.471.920,00","-247.536.072,80"
03/06/2020,"-126.703.300,80","-3.309.000,00","-22.459.600,00","-1.477.620,00","-35.806.315,20"
03/05/2020,"-166.673.110,50","-2.270.000,00","4.095.750,00","-2.420.410,00","-25.938.681,00"
03/04/2020,"94.227.976,00","-3.228.550,00","-68.385.884,20","-11.137.720,00","-331.389.754,50"
03/03/2020,"84.719.469,10","-4.368.500,00","-105.614.727,50","-11.377.950,00","-299.975.702,00"
03/02/2020,"358.701.713,90","2.424.000,00","48.895.640,00","-12.376.550,00","-353.520.846,60"
02/28/2020,"87.264.698,20","1.420.002,00","-12.578.843,00","-12.407.970,00","-353.555.044,20"
02/27/2020,"14.396.089,80","-608.580,00","-104.857.428,48","-4.972.240,00","-185.697.871,30"
02/26/2020,"133.685.285,40","-1.467.000,00","-36.722.250,00","-4.709.120,00","-214.310.501,20"
02/25/2020,"-15.134.359,80","2.309.970,00","49.708.373,44","-4.949.130,00","-94.673.888,60"
02/24/2020,"50.407.324,20","3.384.866,00","58.786.556,50","-1.322.520,00","158.104.772,00"
02/21/2020,"-37.490.220,00","-5.657.946,00","-138.860.862,20","-3.275.710,00","-64.957.444,80"
